"hotel_name";"food_type";"location";"rating";"delivery_time";"offer_percentage";"offer_upto"
"Miami Waffle & Jawbreakers";"Waffle, Bakery, Desserts, Bengali";"Borivali";"4 ";"38";"Not Available";"449"
"Winners Pizza (Fresh Dough)";"Pizzas, Italian, Desserts, Beverages";"Borivali";"3.8 ";"39";"Not Available";"449"
"Green Dot Pizza";"Pizzas, Italian, Desserts, Beverages";"Borivali";"4 ";"39";"Not Available";"449"
"MASKA CHASKA";"Chinese, Pizzas";"Borivali";"Not Available";"36";"Not Available";"449"
"Cake4u";"Desserts";"Kandivali East";"4.3 ";"28";"0";"Not Available"
"Jenny's Brownies";"Waffle, Bakery, Ice Cream, Desserts, Beverages";"Borivali";"4.4 ";"30";"Not Available";"449"
"Cafe k2k";"Indian";"Malad Kan East";"Not Available";"38";"20";"100"
"Nomad Salad";"Salads, Healthy Food";"Malad Kan West";"4.3 ";"55";"Not Available";"999"
"Food Express";"Fast Food, Italian, Snacks";"Malad";"4.4 ";"52";"0";"Not Available"
"Wendy's Flavor Fresh Burgers";"Burgers, American, Fast Food, Snacks, Beverages";"Goregaon";"Not Available";"43";"Not Available";"499"
"Mummy's Kitchen";"Street Food, South Indian";"Borivali";"3.5 ";"61";"10";"100"
"Cake Zone";"Bakery, Desserts";"Borivali";"4.2 ";"40";"0";"Not Available"
"Cake Point";"Cafe";"Malad East";"2.4 ";"40";"30";"150"
"Mumma's kitchen";"North Indian";"Borivali West";"4.2 ";"44";"Not Available";"449"
"Friends Fast Food";"Chinese, Indian";"Kandivali West";"4.5 ";"43";"0";"Not Available"
"Food Hub";"Chinese";"Malad West";"4.4 ";"49";"20";"120"
"Vital Bowls";"Healthy Food, Salads, Beverages, Keto";"Goregaon";"Not Available";"50";"Not Available";"399"
"Wakka Makka Chinese";"Chinese, Asian, Desserts, Beverages";"Borivali";"4 ";"42";"Not Available";"449"
"Tea Villa Cafe";"Beverages, Asian, Italian-American, Arabian, Japanese, Fast Food, Waffle, Salads";"Borivali";"4 ";"46";"0";"Not Available"
"Shawarma Corner";"Arabian";"Malad Kan East";"3 ";"54";"50";"250"
"The Sandwich House";"Snacks, Fast Food, Pizzas, American, Desserts";"Borivali West";"3.7 ";"46";"0";"Not Available"
"CELEBRATE WITH CAKE";"Bakery";"Malad Kan East";"Not Available";"27";"0";"Not Available"
"Live Puff Factory";"Snacks";"Borivali";"Not Available";"29";"0";"Not Available"
"Sanjog Restaurant";"Indian, Kebabs, Chinese, Tandoor, Biryani, Beverages, Juices";"Dahisar";"3.9 ";"32";"0";"Not Available"
"Bottoms Up";"Beverages";"Borivali";"4.7 ";"29";"0";"Not Available"
"Minus Zero Degree Icecreams";"Desserts, Ice Cream, Beverages";"Borivali";"4.3 ";"26";"0";"Not Available"
"Tea Pea";"Italian, Beverages, Desserts, Snacks, Fast Food, Chaat, American";"Borivali";"4.2 ";"32";"0";"Not Available"
"Wedeshi Canteen";"Waffle, Desserts";"BORIVALI EAST";"2 ";"29";"0";"Not Available"
"Pizza Mania";"Pizzas, Fast Food";"Jog Gor East";"4.1 ";"47";"0";"Not Available"
"Miami Shakes & More";"Desserts, Beverages";"Borivali";"3.8 ";"33";"Not Available";"449"
"Chinese Adda";"Chinese, Fast Food, Italian";"Dahisar";"3.4 ";"44";"0";"Not Available"
"BlackBun";"Bakery";"Malad Kan East";"4.3 ";"36";"20";"50"
"Subhash Paan Bhandar";"Indian";"Kandivali West";"4.4 ";"34";"0";"Not Available"
"MCF - V Kitchen";"Indian, Chinese";"Borivali West";"4.2 ";"39";"0";"Not Available"
"Shegaon Kachori - Maha 203";"Snacks";"Malad Kan West";"4.7 ";"34";"0";"Not Available"
"Pooja Malai Gola";"Desserts";"Malad Kan East";"3.9 ";"30";"0";"Not Available"
"Bake & Bite";"Bakery";"Dahisar";"4.3 ";"31";"Not Available";"449"
"shree balaji foods";"Fast Food";"Malad Kan East";"4.1 ";"35";"0";"Not Available"
"Shree Rameshwar Ice Cream And Falooda";"Ice Cream, Beverages";"Jog Gor East";"4.6 ";"37";"0";"Not Available"
"Baskin Robbins";"Ice Cream";"Malad Kan East";"Not Available";"38";"0";"Not Available"
"Chopsticks Pure Veg";"Chinese, Continental, Indian";"Borivali West";"4.1 ";"35";"0";"Not Available"
"Mitron Kandivali";"Italian-American, Fast Food, Salads";"Malad Kan East";"5 ";"43";"0";"Not Available"
"UK14 Icecream";"Bakery, Ice Cream, Beverages";"Malad Kan East";"Not Available";"19";"0";"Not Available"
"Sage";"Pastas, European, Continental, Italian, Cafe";"Kandivali East";"4.5 ";"26";"20";"50"
"Bombay Chinese Co.";"Thai, Chinese, Indian";"Malad East";"3.6 ";"41";"40";"200"
"Bombay Healthy Juices";"Juices";"Borivali";"4.3 ";"42";"0";"Not Available"
"Pooja Chinese Corner";"Chinese";"Kandivali - West";"4.1 ";"45";"20";"700"
"Poush - Essence of Kashmir";"Indian, Bengali, Mughlai";"Malad West";"4.3 ";"52";"20";"700"
"Taste of Italy";"Continental, Italian, Fast Food";"Malad Kan West";"4.5 ";"67";"0";"Not Available"
"Manaqish - Lebanese Gourmet";"Lebanese, Salads, Snacks";"Borivali";"Not Available";"49";"Not Available";"499"
"Tawa Twist ( Pure Veg )";"North Indian, Chinese, South Indian";"Goregaon";"4.2 ";"53";"0";"Not Available"
"Vaishalis Krustty Kremme";"Bakery, Cakes and Pastries, Desserts";"Borivali";"Not Available";"41";"20";"125"
"Saute";"Thai, Chinese, Indian, Tandoor";"Malad West";"4.2 ";"53";"0";"Not Available"
"PizzAah! District";"Pizzas";"Kandivali West";"4 ";"46";"0";"Not Available"
"Satnam Golden Fast Food Centre";"Fast Food, Italian, Mexican, Snacks";"Kandivali West";"4.6 ";"42";"0";"Not Available"
"The Kulfi & Falooda Project";"Ice Cream, Beverages, Juices, Desserts";"Malad West";"3.9 ";"52";"Not Available";"300"
"Coffee Craft";"Beverages, Fast Food, Desserts";"Borivali West";"4.4 ";"43";"0";"Not Available"
"K's Charcoal";"Italian, Mexican";"Borivali West";"4.3 ";"43";"0";"Not Available"
"7 Islands";"Indian, Oriental, Snacks, North Indian, Chinese, Pastas";"Malad Kan West";"4.4 ";"53";"20";"100"
"Namaskar - The Maharaja";"North Indian, Seafood, Biryani, Tandoor, Kebabs";"Dahisar";"3.9 ";"44";"0";"Not Available"
"Cheezza Point";"Pizzas, Burgers, Snacks, Beverages";"Malad West";"3.8 ";"53";"0";"Not Available"
"Hen Hao Chi";"Chinese";"Borivali West";"3.8 ";"44";"15";"700"
"Mantra";"North Indian";"Borivali West";"4.5 ";"46";"0";"Not Available"
"Sam Chinese Corner";"Chinese";"Malad East";"4.4 ";"58";"0";"Not Available"
"Albela Chinese Home";"Chinese";"Borivali West";"4.3 ";"43";"0";"Not Available"
"Mother's Touch Gujrati";"Indian";"Malad West";"4 ";"74";"Not Available";"999"
"Nityanand (Kandivali)";"Indian, Chinese";"Dhanukarwadi";"4.3 ";"42";"0";"Not Available"
"Dream Wok";"North Indian, Chinese";"Dahisar West";"4.3 ";"57";"Not Available";"749"
"The Chinese Village";"Chinese, Beverages, Desserts";"Gorai";"4 ";"47";"0";"Not Available"
"Royal Chinese Cafe";"Chinese";"Malad Kan West";"Not Available";"51";"0";"Not Available"
"Snackiezz";"Continental, Beverages, Snacks, Italian-American";"Dahisar";"4.5 ";"51";"25";"125"
"Bipin Sandwich & Pizza Plaza";"Pizzas";"Borivali West";"4.5 ";"44";"10";"700"
"PS Pav Bhaji";"Indian, Fast Food";"Malad Kan East";"5 ";"44";"30";"150"
"Bipin Big Sandwich";"Snacks, Fast Food";"Borivali";"4.1 ";"50";"0";"Not Available"
"Ambika Chinese Restaurant (Since 2005)";"Indian, Chinese";"Kandivali West";"3.7 ";"50";"Not Available";"999"
"Dum De Biryani";"Snacks, Biryani, Tandoor, Indian";"Borivali";"Not Available";"47";"25";"125"
"Gup Shup Snacks Junction";"Snacks";"Malad Kan West";"Not Available";"59";"0";"Not Available"
"Swaad E Rasoi";"Chinese, Asian, Thai";"Goregaon";"4.3 ";"52";"10";"600"
"Chocoholix";"Bakery";"Malad Kan West";"4.6 ";"43";"0";"Not Available"
"Unique Cake Shop";"Bakery, Desserts, Snacks";"Malad Kan West";"4.6 ";"43";"0";"Not Available"
"Dandelions Kitchen & Bar";"Indian, Kebabs, Continental, Thai, Burmese, Salads, Seafood";"Borivali";"4.5 ";"47";"0";"Not Available"
"Hassan Kabab Spot";"Snacks, North Indian, Indian";"Jog Gor East";"4.3 ";"43";"0";"Not Available"
"Nagori Tea Point";"Beverages";"Malad Kan West";"4.2 ";"41";"0";"Not Available"
"Eat Hygiene";"Pizzas, Pastas, Desserts, Beverages";"Jog Gor East";"4.5 ";"59";"0";"Not Available"
"Raju's Chinese Corner";"Chinese";"Borivali";"Not Available";"52";"Not Available";"449"
"Food Lovers";"Chinese";"Malad Kan West";"4 ";"51";"0";"Not Available"
"Enchante By Chai Point";"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi, Chaat, Indian, American, North Indian, Fast Food, Desserts, Cafe, Healthy Food, Home Food";"Malad West";"2.4 ";"46";"40";"80"
"Hot Lee Chinese";"Chinese, Asian, Desserts, Beverages";"Borivali";"4.4 ";"46";"Not Available";"449"
"Food Planet";"Snacks, Pizzas, Burgers, Fast Food";"Borivali";"4.3 ";"39";"0";"Not Available"
"Waffle World";"Waffle, Desserts";"Borivali";"4.8 ";"35";"0";"Not Available"
"Snack Eat";"Indian, Snacks";"Rawal Pada";"Not Available";"41";"0";"Not Available"
"The Sandwich Story";"Indian, Snacks, Juices, Desserts";"Malad West";"3.5 ";"69";"Not Available";"300"
"Little Loco Pops";"Ice Cream, Desserts";"Malad West";"4.4 ";"46";"Not Available";"449"
"Moody Foody";"Indian, Maharashtrian, Street Food, Chinese, Pizzas, Fast Food, Burgers, Cafe, Beverages";"Kandivali east ";"4.1 ";"47";"0";"Not Available"
"BFF- Bombay French Fries";"Continental, Desserts, Beverages";"Borivali";"2.9 ";"36";"Not Available";"449"
"The Waffle Room";"Waffle, Cafe";"Kandivali";"2.8 ";"37";"Not Available";"999"
"Quick Meal";"Indian, Chinese";"Borivali East";"4.2 ";"36";"0";"Not Available"
"Eagle Boys Pizza and Cafe";"Italian, Pizzas, Burgers, Pastas, Beverages";"Borivali west";"2.5 ";"39";"20";"100"
"Chyna";"Chinese";"Malad Kan East";"4.2 ";"35";"0";"Not Available"
"JK Sweets";"Sweets, Desserts";"Malad West Mumbai";"4.4 ";"32";"0";"Not Available"
"Foods Planet";"Biryani";"Borivali";"Not Available";"32";"0";"Not Available"
"Gangaur Thali";"Indian, Thalis";"Borivali";"4.4 ";"31";"0";"Not Available"
"The Sandwich Zone";"Fast Food, Italian, Snacks";"Borivali";"4.3 ";"33";"0";"Not Available"
"Power Smoothies";"Healthy Food, Beverages";"Borivali";"4.6 ";"33";"30";"700"
"Triveni Pan Bhandar";"Paan, Desserts";"Borivali";"3.3 ";"39";"0";"Not Available"
"Vividham Sweets";"Sweets, Snacks";"Borivali";"4.3 ";"27";"0";"Not Available"
"Food Shood";"Indian, North Indian, Snacks, Mughlai, Tandoor, Kebabs, Punjabi, Biryani, Chinese, Street Food";"Borivali";"4.7 ";"30";"0";"Not Available"
"Gigil Brasserie";"Italian, Pizzas, Beverages";"Borivali West";"4.2 ";"43";"25";"1000"
"Nirala Gourmet Kitchen";"Pizzas, Pastas, Burgers, Snacks";"Borivali";"4.1 ";"50";"60";"120"
"Hotel Sai Prasad Family Restaurant";"North Indian, Chinese, Tandoor, Beverages";"Borivali";"4 ";"52";"0";"Not Available"
"Sarova Bar & Restaurant";"Thalis, Chinese, North Indian";"Kandivali East";"4.8 ";"42";"0";"Not Available"
"Pizza In Town";"Indian";"Dahisar";"4.1 ";"50";"0";"Not Available"
"Jay Bhavani Fast Food Center";"Fast Food, North Indian, Chinese, Biryani";"Borivali";"Not Available";"54";"Not Available";"499"
"Raja Chinese Corner";"Chinese";"Borivali";"3.6 ";"42";"10";"1300"
"Agga Bai";"Desserts";"Borivali";"4.6 ";"52";"10";"40"
"Golden Delicacy Multicuisine Restaurant";"Indian, South Indian, Chinese, Tandoor, Biryani, Snacks, Italian-American, Ice Cream, Beverages";"Borivali";"4.3 ";"41";"0";"Not Available"
"Bombay Boba";"Beverages";"Kandivali West";"3.2 ";"42";"0";"Not Available"
"OM R K Fast Food";"South Indian";"Borivali";"4.4 ";"42";"0";"Not Available"
"PLATESS MULTICUISINE RESTAURANT";"Chinese, Indian";"Borivali";"3 ";"47";"0";"Not Available"
"Namak Mirchi";"North Indian, Biryani, Chinese, Mughlai, Punjabi, Kebabs";"Kandivali East";"4.3 ";"30";"50";"100"
"Mozo Pizzaria";"Pizzas, Burgers, Chinese, Desserts, Italian";"Behind Annexe Mall";"3.6 ";"28";"50";"100"
"The Khichdi House";"Indian, North Indian, Thalis, Desserts";"Malad Kan East";"3.3 ";"25";"50";"100"
"Tandav Tea Company";"Snacks, Beverages";"Malad Kan East";"3.8 ";"29";"10";"40"
"Oven Stories Pizza";"Pizzas, Burgers, Desserts, Chinese, Pastas, Italian";"Kandivali East";"3.5 ";"33";"50";"100"
"Creamillaa";"Desserts, Ice Cream";"Malad Kan East";"4.8 ";"19";"0";"Not Available"
"Thakkar Lunch Home";"Indian, Snacks";"Kandivali East";"4 ";"25";"20";"50"
"Mama's By Banjara Dhaba Veg";"North Indian, Chinese, Fast Food, Snacks, Biryani";"Malad Kan East";"4.1 ";"25";"60";"120"
"Combos & More - The Steal Deal Food Factory";"Chinese, Pan-Asian, Thai, Beverages";"Kandivali East";"4.1 ";"29";"0";"Not Available"
"Hotel Matsyagandha";"North Indian, Malwani, Chinese, Seafood, Mangalorean, Tandoor";"Kandivali East";"4.3 ";"34";"0";"Not Available"
"Love 99";"Desserts, Waffle, Beverages, Bakery";"Mahavir Nagar";"3.9 ";"35";"15";"600"
"House Of Combos";"Combo, Continental, Asian";"Borivali";"Not Available";"34";"0";"Not Available"
"Ice Cap The Cake Shop";"Bakery";"Malad Kan East";"Not Available";"32";"0";"Not Available"
"Biryani Lovers";"Biryani, Arabian, Tandoor";"Malad Kan East";"3.4 ";"44";"0";"Not Available"
"Glaciers Cakes And More";"Bakery";"Malad Kan East";"Not Available";"28";"25";"159"
"Happy Moments The Cake Shop";"Bakery";"Malad Kan East";"Not Available";"32";"0";"Not Available"
"The Dutch Waffles";"Bakery, Desserts";"Malad Kan East";"Not Available";"28";"0";"Not Available"
"Chile Ma";"Bakery, Waffle";"Malad Kan East";"Not Available";"24";"0";"Not Available"
"Uncle's Kitchenette";"Waffle, Bakery";"Malad Kan East";"Not Available";"28";"0";"Not Available"
"De Firrrangi cafe";"Juices, Beverages";"Malad Kan East";"Not Available";"31";"0";"Not Available"
"DK's Kitchen";"Chinese, Tandoor";"Borivali East";"4.4 ";"33";"0";"Not Available"
"Bbcc - Borivali Barbeque Chinese Co.";"Italian";"Malad Kan East";"Not Available";"32";"0";"Not Available"
"Choco Pack";"Desserts";"Malad Kan East";"Not Available";"33";"0";"Not Available"
"Sandwich Co.";"Fast Food";"Malad Kan East";"Not Available";"33";"0";"Not Available"
"Vivgato The Live Cake Shop";"Bakery, Desserts";"Malad Kan East";"2.7 ";"37";"0";"Not Available"
"M M Dum Biriyani Centre";"Indian, Biryani, Beverages";"Borivali";"4.1 ";"34";"0";"Not Available"
"Hari Om Snack Bar";"Fast Food, Snacks, Indian";"Kandivali";"3.8 ";"37";"0";"Not Available"
"Jaggu Anna";"Fast Food, Kebabs, Snacks";"Borivali";"1.5 ";"39";"0";"Not Available"
"Signature Premium Cafe & Resto";"Pizzas, Fast Food, South Indian, Juices, Snacks";"Borivali West";"3.7 ";"39";"0";"Not Available"
"Mangalam";"Indian, Chinese";"Borivali West";"4.1 ";"37";"0";"Not Available"
"Chaat Samrat";"Chaat, Pizzas, Pastas, Fast Food, Snacks, Burgers";"Dahisar";"3.8 ";"38";"0";"Not Available"
"Cafe Town";"Burgers";"Borivali";"Not Available";"36";"0";"Not Available"
"Hotel Aqua Stone RESTO BAR";"Chinese, Snacks, Beverages, North Indian, Kebabs";"Dahisar";"5 ";"38";"0";"Not Available"
"Srijana Momo House";"Chinese";"Malad Kan East";"5 ";"35";"0";"Not Available"
"Cafe To Gather";"Fast Food";"Malad Kan East";"Not Available";"34";"Not Available";"999"
"Meal In Minutes";"North Indian, Pizzas, Fast Food, Snacks, Beverages";"Malad Kan East";"Not Available";"34";"50";"100"
"Wanton Point Tadka";"Indian, Chinese";"Kandivali East";"4.3 ";"34";"0";"Not Available"
"Agri Malhari Katta.(Tandoori House)";"Biryani, Chinese, Tandoor, Kebabs, North Indian, Sweets";"Borivali";"4.3 ";"50";"10";"600"
"Daily 52";"Indian";"Borivali";"5 ";"50";"0";"Not Available"
"Culture Kitchen";"Chinese, Snacks";"Jog Gor East";"Not Available";"52";"0";"Not Available"
"Golden Plate";"Chinese, North Indian, Biryani, Beverages";"Dahisar";"3.8 ";"55";"0";"Not Available"
"Casa Curry";"Burgers";"Borivali";"Not Available";"43";"0";"Not Available"
"The Cookie Dough";"Snacks, Bakery, Fast Food, Beverages";"Malad West";"3.7 ";"58";"0";"Not Available"
"What The Wok";"Chinese";"Borivali West";"4.3 ";"43";"Not Available";"999"
"Burgerbook";"American, Fast Food";"Malad Kan West";"4.5 ";"52";"0";"Not Available"
"Kamath Dakshinswaad";"South Indian";"Malad Kan East";"4.2 ";"47";"0";"Not Available"
"Shweta's Taatbhar Potbhar";"Indian, Biryani";"Borivali";"4.1 ";"45";"Not Available";"749"
"Momento Pizza";"Pizzas, Italian, Fast Food";"Borivali West";"4.3 ";"45";"0";"Not Available"
"Brownie Point Malad";"Bakery";"Malad Kan West";"Not Available";"41";"0";"Not Available"
"Cafe A1";"North Indian, Tandoor, Mughlai, Chinese, Fast Food, Desserts, Beverages";"Malad Kan West";"4.1 ";"52";"0";"Not Available"
"Desi Dawat";"Indian";"Charkop";"Not Available";"44";"0";"Not Available"
"Slide A Roll";"Snacks";"Malad West";"4.1 ";"50";"0";"Not Available"
"Mr Singhs Tandoori Hut by RPD";"North Indian, Tandoor, Biryani";"Malad West";"4.2 ";"64";"0";"Not Available"
"Shree Siddhivinayak juice and snacks centre";"Fast Food";"Dahisar East";"4.8 ";"44";"0";"Not Available"
"Kalubai juice center";"Beverages, Juices";"Borivali";"4.4 ";"46";"50";"250"
"Dragon Flame Chinese";"Chinese";"Kandivali West";"3.5 ";"50";"25";"125"
"Ashish Chinese Corner";"Chinese";"kandivalli charkop";"3.6 ";"40";"0";"Not Available"
"The Tasty Love";"Chinese, Arabian, Biryani, South Indian";"Jog Gor East";"5 ";"50";"Not Available";"999"
"Noon Roti - Story of Bihar";"Indian, North Indian";"KANDIVALI WEST";"3.2 ";"49";"Not Available";"599"
"Preeti Sandwich and juice center";"Snacks, Italian, Pizzas, Pastas, Beverages";"Mahavir Nagar";"4.2 ";"40";"10";"900"
"AL-Falah Irani Chai Momos And More";"Biryani";"Borivali West";"4 ";"54";"0";"Not Available"
"Baan Khun yay";"Chinese, Thai, Desserts";"Borivali";"4.1 ";"53";"Not Available";"999"
"Film City Fast Food";"Indian, Chinese";"Malad Kan East";"3.4 ";"58";"0";"Not Available"
"The Bombay Stories";"Street Food, Beverages, Fast Food, Pizzas, Pastas";"Malad West";"4.3 ";"57";"10";"100"
"Boneto Fine Dine";"Indian";"Malad Kan East";"4.5 ";"59";"0";"Not Available"
"Chhedas";"Snacks, Sweets";"Jog Gor East";"3.7 ";"46";"0";"Not Available"
"Amit Fast Food- Chinese Corner";"Chinese";"Malad West";"4.5 ";"53";"0";"Not Available"
"Sai Sarovar";"North Indian, Snacks, Chinese";"Malad Kan West";"4.4 ";"49";"0";"Not Available"
"Thew Pueblo Gourmet - TPG";"Snacks, Beverages";"Borivali";"4.2 ";"45";"0";"Not Available"
"Raza Biryani";"Biryani, Kebabs, Tandoor";"Malad Kan East";"3.2 ";"60";"0";"Not Available"
"New Sam's Kitchen";"Indian, Chinese";"Goregaon";"4.4 ";"58";"0";"Not Available"
"Flavour & Spice";"Fast Food, Indian, Tandoor";"Borivali";"3.7 ";"54";"Not Available";"449"
"Fishermans Hook";"North Indian, Chinese, Seafood";"Malad West";"4.1 ";"57";"0";"Not Available"
"WEST COAST DINER";"Desserts";"Dahisar";"4.5 ";"50";"0";"Not Available"
"Lady The Leaf";"Continental, Salads, Grill, Juices, Beverages";"Malad West";"3.9 ";"51";"25";"125"
"DYNAMIC CAKE";"Bakery";"Jog Gor East";"Not Available";"51";"0";"Not Available"
"Om Sai Dosa Center";"South Indian";"Kandivali East";"Not Available";"40";"0";"Not Available"
"Gravy and Savy";"North Indian, Indian";"Kandivali W";"4.2 ";"55";"0";"Not Available"
"Mithilanchal - Xpress Of Food Abode";"Indian, Seafood";"KANDIVALI WEST";"2.3 ";"51";"Not Available";"599"
"Dale's Eden - Gifting";"Desserts, Sweets";"Malad Kan West";"Not Available";"47";"Not Available";"449"
"Subhanallah Chinese";"Chinese";"Malad West";"4.7 ";"56";"0";"Not Available"
"Jalandharwala";"Indian, Snacks, Desserts";"Borivali";"4.6 ";"41";"0";"Not Available"
"Rolls & Many More";"Burgers";"Borivali";"3.3 ";"46";"Not Available";"999"
"La pizza house";"Fast Food, Snacks, Pizzas, Maharashtrian";"Dahisar west";"3.3 ";"43";"0";"Not Available"
"Trunks & Leaves";"Chinese, Italian, Mexican, Indian, Kebabs, Tandoor, Biryani";"Kandivali West";"4.1 ";"46";"Not Available";"999"
"KOFU - Premium Artisanal Icecreams";"Ice Cream";"Jog Gor East";"3.6 ";"41";"Not Available";"449"
"IceCream Cake City";"Bakery, Beverages";"Malad Kan West";"4.2 ";"45";"0";"Not Available"
"Oye Lucky Paratha";"Indian, Punjabi, Beverages";"Malad West";"3.8 ";"51";"0";"Not Available"
"Adventure Momo House";"Chinese";"Malad Kan West";"4.1 ";"51";"0";"Not Available"
"Reuben Restrobar";"North Indian, Chinese, Italian, Snacks, Biryani, Desserts, Continental, Pizzas, Salads, Beverages, Mughlai";"Malad Kan West";"4.2 ";"59";"0";"Not Available"
"Wu Momos - Malad";"Chinese, Snacks";"Malad Kan West";"3.8 ";"49";"Not Available";"749"
"Aradhana Hotel";"South Indian, Indian";"Malad Kan West";"4.2 ";"42";"0";"Not Available"
"Trends";"Indian, Chinese";"Malad West";"4.4 ";"56";"0";"Not Available"
"Conscious Baking Project";"Bakery, Desserts";"Jog Gor East";"3.5 ";"42";"0";"Not Available"
"Paanjo Taste";"Pizzas, Fast Food";"Borivali West";"4.3 ";"43";"0";"Not Available"
"Bhor";"Indian";"Jog Gor West";"4.6 ";"61";"0";"Not Available"
"Kung Fu";"Chinese, Pan-Asian, Continental, Asian";"Kandivali West";"3.7 ";"42";"Not Available";"249"
"Crust & Buns";"Pizzas, Fast Food, Italian, Salads";"Borivali West";"4.1 ";"51";"Not Available";"999"
"Kababi Nation";"Indian, Chinese, Tandoor, Biryani";"Borivali";"4.4 ";"59";"0";"Not Available"
"Deepak Chinese Corner";"Chinese";"Malad Kan West";"Not Available";"60";"20";"700"
"Tight House";"Pizzas, Chinese, Indian, Beverages, Biryani";"Borivali West";"4 ";"59";"0";"Not Available"
"Chulha  Sardari";"North Indian, Punjabi, Biryani, Chinese, Indian";"Borivali West";"4.6 ";"45";"0";"Not Available"
"Yo Social Cafe";"Indian, North Indian, Chinese, Biryani, Pastas, Snacks";"Malad Kan West";"Not Available";"61";"0";"Not Available"
"Curry N Fry";"Biryani, Chinese, Tandoor, North Indian";"Malad East";"4.1 ";"52";"Not Available";"449"
"Hot Grill";"North Indian, Biryani";"Dahisar";"Not Available";"43";"0";"Not Available"
"CBC Chinese By Choice";"Chinese, Thai, Asian, Beverages";"Malad Kan East";"3.8 ";"50";"30";"150"
"The Little Cakery";"Bakery, Desserts";"Jog Gor East";"3.3 ";"52";"0";"Not Available"
"Shree Shankar Vilas Juice Centre";"Beverages";"Dahisar";"Not Available";"41";"0";"Not Available"
"Salads@169";"Salads";"Malad Kan West";"4.3 ";"52";"25";"125"
"Chavdar Thamba";"Indian, Thalis";"Mira Road";"Not Available";"48";"Not Available";"499"
"Joker Joe s pizza";"Italian, Beverages";"Jog Gor East ";"4 ";"61";"Not Available";"999"
"Sandwich And Frankey House";"Fast Food, Snacks, Italian-American, Beverages";"Jog Gor East";"Not Available";"53";"0";"Not Available"
"Marve Bakery";"North Indian, Chaat";"Malad Kan West";"Not Available";"48";"0";"Not Available"
"Idaily - Idli Daily";"South Indian, Snacks, Indian, Beverages";"Malad Kan West";"Not Available";"51";"0";"Not Available"
"Grow More Snacks(Maitri Amruttulya)";"Beverages";"Malad Kan West";"Not Available";"46";"0";"Not Available"
"Mudras";"Pizzas, Fast Food, Beverages, Indian";"Borivali";"3.8 ";"43";"0";"Not Available"
"Sunday The Comfort Kitchen";"Chinese, Continental, Indian, Goan, Italian, Salads";"Borivali";"5 ";"46";"0";"Not Available"
"Shivansh Kitchen";"South Indian, Beverages, Snacks";"Kandivali West";"4.8 ";"66";"0";"Not Available"
"The Live Cake Shop";"Desserts";"Kandivali West";"4.2 ";"47";"0";"Not Available"
"Rasoi kamaal";"Malwani, Chinese, North Indian";"Goregaon";"4.2 ";"54";"20";"700"
"Masterji - Surati Anda Gotala";"Indian, Gujarati";"Borivali";"4.3 ";"45";"0";"Not Available"
"Momos & Waffle Cafe";"Chinese, Kebabs";"Borivali";"3.8 ";"51";"30";"150"
"AADI GRAND RESTAURANT";"Indian";"Borivali";"Not Available";"46";"0";"Not Available"
"Brahmi-The Veg Bistro";"Biryani, Indian, Chinese, Beverages";"Malad East";"3.5 ";"40";"Not Available";"449"
"Namaste Borivali";"Snacks, Beverages";"Borivali";"4.3 ";"41";"Not Available";"999"
"Chaska Corner";"Biryani";"Malad Kan West";"Not Available";"47";"Not Available";"999"
"Dharma Sandwich";"Fast Food";"Malad Kan East";"2.6 ";"53";"0";"Not Available"
"Manojs Ice Cream";"Ice Cream";"Kandivali West";"4.7 ";"42";"0";"Not Available"
"Food Lover Point";"Indian";"Goregaon";"3.5 ";"52";"0";"Not Available"
"Shiv Shakti";"North Indian";"Borivali West";"3.6 ";"51";"10";"1000"
"Suyog Dining Bar";"Indian, Chinese";"Dahisar";"4.6 ";"41";"0";"Not Available"
"81 Olives";"Pizzas";"Borivali";"3.4 ";"45";"0";"Not Available"
"Remi'S Kitchen";"Jain, Chinese, Tibetan";"Malad Kan East";"5 ";"41";"0";"Not Available"
"Aqua Dhaba";"Indian, Chinese, Biryani";"Dahisar";"Not Available";"47";"20";"120"
"Healthy Shawarma";"Arabian";"Borivali";"3.6 ";"40";"Not Available";"999"
"Oriv Resto - Cafe - Bar";"Chinese, Pizzas, Snacks, Pastas";"Borivali";"4.3 ";"56";"Not Available";"999"
"Delights";"Bakery, Desserts";"Mira Road";"Not Available";"47";"0";"Not Available"
"Nagori tea and cold drinks shop";"Beverages, Snacks";"Malad Kan West";"4.5 ";"42";"Not Available";"749"
"Delhi Sweet & Bhelpuri House";"Snacks, Sweets, Chaat, Street Food";"Malad West";"3.7 ";"46";"0";"Not Available"
"Shri Sainath";"Chinese, Tandoor";"Malad West";"4.8 ";"46";"0";"Not Available"
"Backyard Beer Garden";"Chinese";"Dahisar";"Not Available";"50";"0";"Not Available"
"Donna's Pizza";"Pizzas";"Kandivali West";"4 ";"43";"0";"Not Available"
"Gourmet Veg Burgers By Spukies";"Burgers, American, Beverages";"Jog Gor East";"4.9 ";"55";"0";"Not Available"
"Kabali";"Indian, Tandoor, Salads";"Malad Kan West";"4.1 ";"67";"Not Available";"999"
"Gossip Corner";"Continental, Italian";"Borivali West";"4.4 ";"46";"Not Available";"999"
